Test Trajectory,Learner Trajectory,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
400_286_235_246_34_33_31_357_40_49_364_46_41_378_381_352_1_127_408_71_26_341_8,400_286_235_246_34_33_31_357_40_49_364_46_41_378_381_352_1_127_408_71_26_341_8,0_0_0_0_0_0_0_0_1_1_2_0_0_0_1_0_0_1_0_0_0_1,0_0_0_0_0_0_0_0_1_1_2_0_0_0_1_0_0_1_0_0_0_1,1.132378101348877_1.1030527353286743_1.1171374320983887_0.6757218241691589_1.0962287187576294_1.1091105937957764_1.1011946201324463_1.0973044633865356_1.0547236204147339_1.0581353902816772_1.3856639862060547_1.0880013704299927_1.1034536361694336_0.6663774847984314_1.0625046491622925_1.0922452211380005_0.6783720254898071_1.0552726984024048_1.0919841527938843_0.6737179160118103_0.6755334138870239_1.0623557567596436,1.132378101348877_1.1030527353286743_1.1171374320983887_0.6757218241691589_1.0962287187576294_1.1091105937957764_1.1011946201324463_1.0973044633865356_1.0547236204147339_1.0581353902816772_1.3856639862060547_1.0880013704299927_1.1034536361694336_0.6663774847984314_1.0625046491622925_1.0922452211380005_0.6783720254898071_1.0552726984024048_1.0919841527938843_0.6737179160118103_0.6755334138870239_1.0623557567596436,22.180469810962677,22.180469810962677
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356_35_337_358_380_379_38_36_249_13,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_32_13,0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_1_1,0_0_1_1_0_0_0_0_1_0_1_0_0_0_1_1,1.0772420167922974_0.7158432602882385_1.0290086269378662_1.0779120922088623_1.0981215238571167_0.6528125405311584_0.7088128924369812_1.0920218229293823_1.0630762577056885_0.6587544083595276_1.0613476037979126_1.10861337184906_1.114601969718933_0.6756918430328369_1.100213885307312_1.1098580360412598_1.053526520729065_1.1196234226226807_1.0658894777297974_0.7084453105926514_1.0939102172851562_1.0312176942825317_1.1048680543899536_1.0590153932571411_1.3084137439727783_1.060680627822876,1.0772420167922974_0.7158432602882385_1.0290086269378662_1.0779120922088623_1.0981215238571167_0.6528125405311584_0.7088128924369812_1.0920218229293823_1.0630762577056885_0.6587544083595276_1.0613476037979126_1.10861337184906_1.114601969718933_0.6756918430328369_1.0337481498718262_1.0588815212249756,25.949522614479065,15.226489901542664
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_246_34_33_30,324_326_280_397_385_90_88_0_366_351_248_30,0_1_0_0_1_0_1_0_1_2_0_1_0_1_0_0_0_0_1,0_1_0_0_0_1_N/A_1_1_2_1,0.697744607925415_1.06388521194458_0.6776410341262817_1.0946636199951172_1.0339053869247437_1.1247210502624512_1.0636217594146729_0.6692572832107544_1.04313325881958_1.4097042083740234_1.0996712446212769_1.0629676580429077_1.0960233211517334_1.0433202981948853_1.1142109632492065_1.1180639266967773_0.6762483716011047_1.0994420051574707_1.0546659231185913,0.697744607925415_1.06388521194458_0.6776410341262817_1.0946636199951172_1.0724191665649414_1.0578511953353882_N/A_1.0465511083602905_1.0636703968048096_1.3867626190185547_1.0616374015808105,19.242891132831573,10.222826361656189
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_246_34_33_31_357_40,324_326_280_397_385_90_88_0_365_362_358_380_377_43_37_40,0_1_0_0_1_0_1_0_1_2_0_1_0_1_0_0_0_0_0_0_0,0_1_0_0_0_1_N/A_0_0_0_0_0_1_1_0,0.6995131373405457_1.0647053718566895_0.6775675415992737_1.0967798233032227_1.0359781980514526_1.122573971748352_1.0637238025665283_0.6701923608779907_1.0441770553588867_1.407699704170227_1.1000120639801025_1.0675749778747559_1.09699285030365_1.0420609712600708_1.1162573099136353_1.1204363107681274_0.6766282320022583_1.0996838808059692_1.109830379486084_1.1039537191390991_1.1030151844024658,0.6995131373405457_1.0647053718566895_0.6775675415992737_1.0967798233032227_1.0707123279571533_1.065612554550171_N/A_1.1066155433654785_1.103226900100708_0.6745471358299255_1.107370138168335_1.0919386148452759_1.0361260175704956_1.0542094707489014_1.1221778392791748,21.519356846809387,13.97110241651535
324_326_280_397_385_91_85_314_347_83_77_75_309_357_40_50,324_326_280_397_385_91_85_314_347_83_77_75_309_357_40_50,0_1_0_0_1_0_1_0_1_2_0_0_0_0_0,0_1_0_0_1_0_1_0_1_2_0_0_0_0_0,0.6996515393257141_1.0626628398895264_0.676304280757904_1.0966744422912598_1.0390892028808594_1.116772174835205_1.062596082687378_0.6701549291610718_1.0456207990646362_1.4075175523757935_1.1000021696090698_1.0952039957046509_1.1154844760894775_1.1022703647613525_1.0895905494689941,0.6996515393257141_1.0626628398895264_0.676304280757904_1.0966744422912598_1.0390892028808594_1.116772174835205_1.062596082687378_0.6701549291610718_1.0456207990646362_1.4075175523757935_1.1000021696090698_1.0952039957046509_1.1154844760894775_1.1022703647613525_1.0895905494689941,15.379595398902893,15.379595398902893
156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,18.850942969322205,18.850942969322205
212_153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,212_153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1.0852630138397217_1.1093378067016602_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,1.0852630138397217_1.1093378067016602_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,21.045543789863586,21.045543789863586
233_234_200_208_145_146_148_227_151_152_153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,233_235_246_34_33_31_357_40_49_364_48_44_51,1_0_1_1_1_0_0_2_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,0_0_0_0_0_0_0_1_1_1_0_0,1.078115701675415_0.6918860673904419_1.038115382194519_1.0691975355148315_1.0550012588500977_0.6826872825622559_0.6780346035957336_1.393131136894226_0.6787357926368713_1.077449083328247_1.1093378067016602_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,1.118288516998291_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,29.402634620666504,12.522486925125122
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,23.78277027606964,23.78277027606964
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,23.78277027606964,23.78277027606964
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,23.78277027606964,23.78277027606964
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,23.78277027606964,23.78277027606964
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,23.78277027606964,23.78277027606964
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,1.0556695461273193_1.0966498851776123_0.6769134998321533_1.022433876991272_1.0801604986190796_1.0970090627670288_0.6511991620063782_0.7155353426933289_1.089165449142456_1.0683022737503052_0.6546742916107178_1.0604697465896606_1.110389232635498_1.1243185997009277_0.6765246391296387_1.1008206605911255_1.1086074113845825_1.0925990343093872_1.099470853805542_1.043055534362793_1.0597175359725952_1.3129398822784424_1.0932717323303223_0.6928725242614746,23.78277027606964,23.78277027606964
