Test Trajectory,Learner Trajectory,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
400_286_235_246_34_33_31_357_40_49_364_46_41_378_381_352_1_127_408_71_26_341_8,400_286_235_245_239_241_242_18_59_7_340_27_72_409_365_362_358_381_352_1_127_408_71_26_341_8,0_0_0_0_0_0_0_0_1_1_2_0_0_0_1_0_0_1_0_0_0_1,0_0_1_0_0_0_0_1_0_0_0_0_0_0_0_0_1_1_0_0_1_0_0_0_1,1.124039888381958_1.0708868503570557_1.0928987264633179_0.7197374105453491_1.1045442819595337_1.0814687013626099_1.0796610116958618_1.087541937828064_1.155759334564209_1.1951844692230225_1.508449673652649_1.0738130807876587_1.094996452331543_0.7100821733474731_1.1964969635009766_1.0330746173858643_0.7090992331504822_1.173622727394104_1.063162088394165_0.705971896648407_0.7087720632553101_1.1799592971801758,1.124039888381958_1.0708868503570557_1.1866459846496582_1.0824306011199951_1.0908169746398926_0.7339205741882324_1.092384696006775_1.2040352821350098_1.2980256080627441_0.7096425890922546_0.712273895740509_1.0760778188705444_0.7110791802406311_1.1185399293899536_1.0697407722473145_0.7207933068275452_1.1758155822753906_1.1964969635009766_1.0330746173858643_0.7090992331504822_1.173622727394104_1.063162088394165_0.705971896648407_0.7087720632553101_1.1799592971801758,22.86922287940979,24.94730842113495
390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_356_35_337_358_380_379_38_36_249_13,390_344_168_374_156_157_176_177_189_190_211_202_235_246_34_33_30_237_233_235_246_34_33_30_237_233_235_246_34_33_30_237_233_235_246_34_33_30_237_233_235_246_34_33_30_237_233_235_246_34_33,0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_1_0_0_0_0_1_0_1_1_1,0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0,1.0537976026535034_0.7469366788864136_1.161185622215271_1.2110942602157593_1.082558035850525_0.6767188310623169_0.7647461891174316_1.0731000900268555_1.1963239908218384_0.6929842829704285_1.1880698204040527_1.0782129764556885_1.0936022996902466_0.7198019623756409_1.0804935693740845_1.0790021419525146_1.169553279876709_1.100492238998413_1.0389370918273926_0.7538958787918091_1.06619131565094_1.224780559539795_1.08104407787323_1.184568166732788_1.471508502960205_1.1872191429138184,1.055312156677246_0.7470918893814087_1.1608211994171143_1.2101820707321167_1.082504153251648_0.6767715215682983_0.7636176943778992_1.0719517469406128_1.1969889402389526_0.6918341517448425_1.188400149345398_1.0769832134246826_1.0938458442687988_0.7196639776229858_1.0779640674591064_1.1735084056854248_1.096996784210205_1.1627815961837769_1.0882165431976318_1.0938458442687988_0.7196639776229858_1.0779640674591064_1.1735084056854248_1.096996784210205_1.1627815961837769_1.0882165431976318_1.0938458442687988_0.7196639776229858_1.0779640674591064_1.1735084056854248_1.096996784210205_1.1627815961837769_1.0882165431976318_1.0938458442687988_0.7196639776229858_1.0779640674591064_1.1735084056854248_1.096996784210205_1.1627815961837769_1.0882165431976318_1.0938458442687988_0.7196639776229858_1.0779640674591064_1.1735084056854248_1.096996784210205_1.1627815961837769_1.0882165431976318_1.0938458442687988_0.7196639776229858_1.0779640674591064,27.17681860923767,51.87881886959076
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_246_34_33_30,324_326_280_397_385_90_88_0_366_351_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248_31_356_36_248,0_1_0_0_1_0_1_0_1_2_0_1_0_1_0_0_0_0_1,0_1_0_0_0_1_N/A_1_1_2_0_1_1_2_0_1_1_2_0_1_1_2_0_1_1_2_0_1_1_2_0_1_1_2_0_1_1_2_0_1_1_2_0_1_1_2_0_1_1_2,0.7205934524536133_1.1942371129989624_0.7204965949058533_1.0698344707489014_1.1538922786712646_1.1122835874557495_1.1883134841918945_0.7119543552398682_1.1675758361816406_1.484643816947937_1.0816538333892822_1.183607816696167_1.0762851238250732_1.1621906757354736_1.0884968042373657_1.0947166681289673_0.7196654081344604_1.079710841178894_1.1609548330307007,0.7181034088134766_1.1971515417099_0.7227875590324402_1.0687845945358276_1.03959321975708_1.174264669418335_N/A_1.1591379642486572_1.2026989459991455_1.42556631565094_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797_1.0980767011642456_1.1669797897338867_1.2412232160568237_1.3850841522216797,20.17110699415207,58.62172681093216
324_326_280_397_385_91_85_314_347_83_77_75_310_237_233_235_246_34_33_31_357_40,324_326_280_397_385_90_89_281_325_0_366_351_247_354_57_27_72_409_366_351_247_354_57_27_72_409_366_351_247_354_57_27_72_409_366_351_247_354_57_27_72_409_366_351_247_354_57_27_72_409_366,0_1_0_0_1_0_1_0_1_2_0_1_0_1_0_0_0_0_0_0_0,0_1_0_0_0_0_0_0_N/A_1_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1,0.7188131809234619_1.194295883178711_0.7209835052490234_1.0682343244552612_1.1514544486999512_1.1120450496673584_1.1875789165496826_0.711743175983429_1.164869785308838_1.4865081310272217_1.0796377658843994_1.1863229274749756_1.077789306640625_1.1638857126235962_1.0885839462280273_1.094531536102295_0.7193933129310608_1.0796597003936768_1.0768215656280518_1.0717825889587402_1.080601692199707,0.7235046625137329_1.1976426839828491_0.7220472097396851_1.0707942247390747_1.0394896268844604_1.0780632495880127_0.7134798169136047_1.0738966464996338_N/A_1.1565959453582764_1.2244470119476318_1.3202879428863525_0.6992304921150208_1.0759642124176025_1.0687408447265625_1.0689682960510254_0.7051371335983276_1.1965405941009521_1.2244470119476318_1.3202879428863525_0.6992304921150208_1.0759642124176025_1.0687408447265625_1.0689682960510254_0.7051371335983276_1.1965405941009521_1.2244470119476318_1.3202879428863525_0.6992304921150208_1.0759642124176025_1.0687408447265625_1.0689682960510254_0.7051371335983276_1.1965405941009521_1.2244470119476318_1.3202879428863525_0.6992304921150208_1.0759642124176025_1.0687408447265625_1.0689682960510254_0.7051371335983276_1.1965405941009521_1.2244470119476318_1.3202879428863525_0.6992304921150208_1.0759642124176025_1.0687408447265625_1.0689682960510254_0.7051371335983276_1.1965405941009521,22.235536456108093,50.57209670543671
324_326_280_397_385_91_85_314_347_83_77_75_309_357_40_50,324_326_280_397_385_91_85_314_347_83_76_79_81_117_302_388_386_397_385_91_85_314_347_83_76_79_81_117_302_388_386_397_385_91_85_314_347_83_76_79_81_117_302_388_386_397_385_91_85_314_347,0_1_0_0_1_0_1_0_1_2_0_0_0_0_0,0_1_0_0_1_0_1_0_1_0_0_0_0_1_0_1_0_0_1_0_1_0_1_0_0_0_0_1_0_1_0_0_1_0_1_0_1_0_0_0_0_1_0_1_0_0_1_0_1_0,0.7203691005706787_1.1944928169250488_0.7214529514312744_1.067291259765625_1.1446982622146606_1.1159236431121826_1.1885333061218262_0.709899365901947_1.162422776222229_1.4918327331542969_1.0801105499267578_1.0540186166763306_1.093153715133667_1.082189679145813_1.0646674633026123,0.7166418433189392_1.193821668624878_0.7213923335075378_1.064145803451538_1.1422832012176514_1.1142141819000244_1.186302900314331_0.7084989547729492_1.1691217422485352_1.3255743980407715_0.7673177123069763_1.0638681650161743_0.7270918488502502_1.4769450426101685_1.0850894451141357_1.1830081939697266_0.7178739309310913_1.064145803451538_1.1422832012176514_1.1142141819000244_1.186302900314331_0.7084989547729492_1.1691217422485352_1.3255743980407715_0.7673177123069763_1.0638681650161743_0.7270918488502502_1.4769450426101685_1.0850894451141357_1.1830081939697266_0.7178739309310913_1.064145803451538_1.1422832012176514_1.1142141819000244_1.186302900314331_0.7084989547729492_1.1691217422485352_1.3255743980407715_0.7673177123069763_1.0638681650161743_0.7270918488502502_1.4769450426101685_1.0850894451141357_1.1830081939697266_0.7178739309310913_1.064145803451538_1.1422832012176514_1.1142141819000244_1.186302900314331_0.7084989547729492,15.89105623960495,52.04130744934082
156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_48_44_51,0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_0_0_1_0_0_0_0_1_N/A_0_0_0_0_0_0_1_0_0,1.0831338167190552_0.6760619282722473_0.7628869414329529_1.0735259056091309_1.1997296810150146_0.6962843537330627_1.189063310623169_1.079667568206787_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4650377035140991_1.0525929927825928_0.7350642681121826,1.0831338167190552_0.6760619282722473_0.7628869414329529_1.0735259056091309_1.1997296810150146_0.6962843537330627_1.189063310623169_1.079667568206787_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4075831174850464_0.6995726823806763_1.1948820352554321_0.7001065611839294_0.7074581384658813_1.0733604431152344_0.7203587889671326_1.1478381156921387_N/A_1.0718814134597778_1.0689949989318848_0.7188507318496704_1.0761873722076416_1.0732700824737549_1.0785167217254639_1.1529695987701416_1.0525929927825928_0.7350642681121826,19.498217046260834,32.92501014471054
212_153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,212_153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_48_44_51,0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_0_0_1_0_0_0_0_1_N/A_0_0_0_0_0_0_1_0_0,1.0748687982559204_1.1837122440338135_1.0831338167190552_0.6760619282722473_0.7628869414329529_1.0735259056091309_1.1997296810150146_0.6962843537330627_1.189063310623169_1.079667568206787_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4650377035140991_1.0525929927825928_0.7350642681121826,1.0748687982559204_1.1837122440338135_1.0831338167190552_0.6760619282722473_0.7628869414329529_1.0735259056091309_1.1997296810150146_0.6962843537330627_1.189063310623169_1.079667568206787_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4075831174850464_0.6995726823806763_1.1948820352554321_0.7001065611839294_0.7074581384658813_1.0733604431152344_0.7203587889671326_1.1478381156921387_N/A_1.0718814134597778_1.0689949989318848_0.7188507318496704_1.0761873722076416_1.0732700824737549_1.0785167217254639_1.1529695987701416_1.0525929927825928_0.7350642681121826,21.756798088550568,35.183591187000275
233_234_200_208_145_146_148_227_151_152_153_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,233_235_246_34_33_31_357_40_49_364_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_48_44_51,1_0_1_1_1_0_0_2_0_0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,0_0_0_0_0_0_0_1_1_0_0_1_0_0_0_0_1_N/A_0_0_0_0_0_0_1_0_0,1.2080464363098145_0.7307168245315552_1.1716599464416504_1.2001889944076538_1.191042184829712_0.7205955386161804_0.7168412208557129_1.471228837966919_0.7184007167816162_1.0884881019592285_1.1837122440338135_1.0831338167190552_0.6760619282722473_0.7628869414329529_1.0735259056091309_1.1997296810150146_0.6962843537330627_1.189063310623169_1.079667568206787_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4650377035140991_1.0525929927825928_0.7350642681121826,1.091248631477356_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4075831174850464_0.6995726823806763_1.1948820352554321_0.7001065611839294_0.7074581384658813_1.0733604431152344_0.7203587889671326_1.1478381156921387_N/A_1.0718814134597778_1.0689949989318848_0.7188507318496704_1.0761873722076416_1.0732700824737549_1.0785167217254639_1.1529695987701416_1.0525929927825928_0.7350642681121826,30.89913809299469,26.255905270576477
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_48_44_51,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_0_0_1_0_0_0_0_1_N/A_0_0_0_0_0_0_1_0_0,1.1921992301940918_1.0719239711761475_0.7182797789573669_1.1608953475952148_1.2135642766952515_1.0831338167190552_0.6760619282722473_0.7628869414329529_1.0735259056091309_1.1997296810150146_0.6962843537330627_1.189063310623169_1.079667568206787_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4650377035140991_1.0525929927825928_0.7350642681121826,1.1921992301940918_1.0719239711761475_0.7182797789573669_1.1608953475952148_1.2135642766952515_1.0831338167190552_0.6760619282722473_0.7628869414329529_1.0735259056091309_1.1997296810150146_0.6962843537330627_1.189063310623169_1.079667568206787_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4075831174850464_0.6995726823806763_1.1948820352554321_0.7001065611839294_0.7074581384658813_1.0733604431152344_0.7203587889671326_1.1478381156921387_N/A_1.0718814134597778_1.0689949989318848_0.7188507318496704_1.0761873722076416_1.0732700824737549_1.0785167217254639_1.1529695987701416_1.0525929927825928_0.7350642681121826,24.855079650878906,38.28187274932861
345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_48_44_51,345_169_369_168_374_156_157_176_177_189_190_211_202_235_246_34_33_31_357_40_49_364_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_48_44_51,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_1_0_0,1_0_0_1_1_0_0_0_0_1_0_1_0_0_0_0_0_0_0_1_1_0_0_1_0_0_0_0_1_N/A_0_0_0_0_0_0_1_0_0,1.1921992301940918_1.0719239711761475_0.7182797789573669_1.1608953475952148_1.2135642766952515_1.0831338167190552_0.6760619282722473_0.7628869414329529_1.0735259056091309_1.1997296810150146_0.6962843537330627_1.189063310623169_1.079667568206787_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4650377035140991_1.0525929927825928_0.7350642681121826,1.1921992301940918_1.0719239711761475_0.7182797789573669_1.1608953475952148_1.2135642766952515_1.0831338167190552_0.6760619282722473_0.7628869414329529_1.0735259056091309_1.1997296810150146_0.6962843537330627_1.189063310623169_1.079667568206787_1.0937438011169434_0.7194111347198486_1.081605076789856_1.0778489112854004_1.0823376178741455_1.0843758583068848_1.1553845405578613_1.1904616355895996_1.4075831174850464_0.6995726823806763_1.1948820352554321_0.7001065611839294_0.7074581384658813_1.0733604431152344_0.7203587889671326_1.1478381156921387_N/A_1.0718814134597778_1.0689949989318848_0.7188507318496704_1.0761873722076416_1.0732700824737549_1.0785167217254639_1.1529695987701416_1.0525929927825928_0.7350642681121826,24.855079650878906,38.28187274932861
